matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
m_200,p_38,جریان بازی,پای راست,24.69,-3.74,2,0,متوسط,92,36,برخورد به دفاع
m_33,p_56,جریان بازی,پای راست,14.22,-7.98,2,0,کم,86,51,مهار توسط دروازه بان
m_157,p_110,جریان بازی,سر,6.73,10.23,3,0,متوسط,25,34,موقعیت از دست رفته
m_219,p_66,جریان بازی,پای چپ,7.98,-9.98,2,0,متوسط,62,35,موقعیت از دست رفته
m_239,p_103,جریان بازی,پای چپ,7.23,15.71,2,0,زیاد,39,10,برخورد به دفاع
m_75,p_39,جریان بازی,پای راست,14.22,-1.25,2,0,زیاد,86,19,برخورد به دفاع
m_146,p_97,جریان بازی,پای چپ,7.23,1.0,2,0,متوسط,15,15,برخورد به دفاع
m_155,p_83,جریان بازی,پای چپ,18.45,-7.48,3,0,متوسط,94,8,برخورد به تیردروازه
m_226,p_98,جریان بازی,پای راست,22.69,10.23,2,0,متوسط,71,50,مهار توسط دروازه بان
m_108,p_121,جریان بازی,پای راست,12.97,12.47,2,0,متوسط,34,20,مهار توسط دروازه بان
m_141,p_45,جریان بازی,پای چپ,28.18,-16.46,4,0,کم,54,12,موقعیت از دست رفته
m_191,p_129,جریان بازی,پای راست,23.19,12.72,3,0,متوسط,28,41,مهار توسط دروازه بان
m_125,p_19,جریان بازی,پای راست,14.46,9.48,3,0,متوسط,92,49,موقعیت از دست رفته
m_157,p_7,جریان بازی,پای راست,18.7,-2.24,2,0,کم,13,4,مهار توسط دروازه بان
m_219,p_97,جریان بازی,سر,3.24,-7.48,1,0,متوسط,64,48,موقعیت از دست رفته
m_149,p_83,جریان بازی,سایر,9.48,-10.97,1,0,متوسط,30,33,برخورد به دفاع
m_223,p_159,جریان بازی,پای چپ,17.96,-1.75,3,0,کم,27,7,مهار توسط دروازه بان
m_7,p_1,جریان بازی,سر,10.72,4.24,2,1,زیاد,59,58,مهار توسط دروازه بان
m_43,p_145,جریان بازی,پای چپ,8.98,12.72,1,0,متوسط,76,51,مهار توسط دروازه بان
m_201,p_23,جریان بازی,سر,3.49,-6.48,2,0,متوسط,91,12,موقعیت از دست رفته
m_207,p_72,جریان بازی,پای چپ,3.74,11.47,4,0,زیاد,26,43,برخورد به دفاع
m_154,p_80,جریان بازی,پای چپ,9.48,4.99,1,0,متوسط,21,55,برخورد به تیردروازه
m_139,p_39,جریان بازی,پای راست,8.73,-4.99,1,0,کم,88,10,موقعیت از دست رفته
m_149,p_122,جریان بازی,پای راست,21.95,7.48,3,1,متوسط,14,46,موقعیت از دست رفته
m_211,p_15,جریان بازی,پای راست,21.7,-13.47,3,0,متوسط,81,0,موقعیت از دست رفته
m_163,p_61,جریان بازی,پای چپ,11.22,-7.48,2,0,متوسط,24,7,موقعیت از دست رفته
m_186,p_12,جریان بازی,سر,7.48,-3.74,3,0,زیاد,79,24,موقعیت از دست رفته
m_38,p_119,جریان بازی,پای راست,26.93,-27.68,1,0,کم,53,22,مهار توسط دروازه بان
m_239,p_63,جریان بازی,پای چپ,10.97,7.73,1,0,متوسط,11,7,مهار توسط دروازه بان
m_60,p_143,جریان بازی,پای چپ,10.97,16.71,2,0,متوسط,72,49,گُل
m_218,p_93,ضربه آزاد مستقیم,پای راست,28.68,1.5,7,2,کم,24,58,موقعیت از دست رفته
m_31,p_109,جریان بازی,پای چپ,7.73,1.75,2,0,متوسط,61,55,مهار توسط دروازه بان
m_39,p_121,جریان بازی,پای چپ,10.23,4.24,2,0,زیاد,92,33,برخورد به دفاع
m_230,p_124,جریان بازی,پای راست,23.19,10.72,2,0,متوسط,16,59,موقعیت از دست رفته
m_233,p_113,جریان بازی,پای چپ,12.22,9.73,1,0,کم,88,28,برخورد به تیردروازه
m_73,p_105,جریان بازی,پای راست,23.94,-3.24,3,0,متوسط,45,8,برخورد به دفاع
m_158,p_24,جریان بازی,پای راست,10.72,-10.23,1,0,متوسط,68,14,مهار توسط دروازه بان
m_124,p_70,جریان بازی,پای راست,2.74,1.0,1,0,,90,18,گُل به خودی
m_230,p_139,جریان بازی,پای چپ,28.68,-6.98,3,0,متوسط,56,47,موقعیت از دست رفته
m_207,p_104,جریان بازی,پای راست,11.72,7.73,3,0,زیاد,37,31,برخورد به دفاع
m_167,p_3,جریان بازی,سر,9.73,1.5,1,0,کم,23,13,موقعیت از دست رفته
m_126,p_14,جریان بازی,پای راست,17.71,2.0,3,1,متوسط,28,48,موقعیت از دست رفته
m_118,p_117,جریان بازی,پای راست,25.19,11.47,2,0,متوسط,27,33,موقعیت از دست رفته
m_211,p_78,جریان بازی,پای چپ,2.0,1.5,1,0,متوسط,26,25,موقعیت از دست رفته
m_219,p_67,جریان بازی,پای چپ,7.23,2.0,2,0,زیاد,45,9,موقعیت از دست رفته
m_155,p_76,جریان بازی,سر,9.23,9.23,3,0,زیاد,65,34,موقعیت از دست رفته
m_80,p_23,جریان بازی,پای راست,20.45,19.7,4,0,کم,44,39,موقعیت از دست رفته
m_105,p_151,جریان بازی,پای راست,8.23,-3.99,1,0,کم,33,15,مهار توسط دروازه بان
m_193,p_83,جریان بازی,پای راست,1.75,3.24,0,0,کم,42,54,گُل
m_238,p_132,جریان بازی,پای راست,25.94,-9.98,3,1,کم,69,25,موقعیت از دست رفته
m_116,p_68,جریان بازی,پای چپ,9.48,15.71,1,0,کم,14,9,مهار توسط دروازه بان
m_156,p_85,جریان بازی,پای راست,25.94,-9.23,3,1,کم,15,14,موقعیت از دست رفته
m_47,p_83,جریان بازی,پای چپ,10.23,12.97,1,0,زیاد,29,0,برخورد به دفاع
m_4,p_125,جریان بازی,سر,7.48,1.5,1,1,متوسط,75,23,مهار توسط دروازه بان
m_110,p_136,جریان بازی,پای چپ,6.48,-0.75,4,0,زیاد,55,30,برخورد به دفاع
m_207,p_49,جریان بازی,پای چپ,28.43,-12.22,3,2,متوسط,39,17,موقعیت از دست رفته
m_202,p_145,جریان بازی,پای راست,3.74,15.21,2,0,متوسط,60,27,موقعیت از دست رفته
m_240,p_129,جریان بازی,پای چپ,9.23,1.0,2,0,متوسط,46,40,موقعیت از دست رفته
m_224,p_139,جریان بازی,پای چپ,4.49,4.24,1,0,متوسط,91,10,گُل
m_125,p_115,جریان بازی,پای چپ,9.48,14.71,2,0,زیاد,38,48,موقعیت از دست رفته
m_126,p_10,جریان بازی,سر,5.24,-5.99,2,0,زیاد,37,4,موقعیت از دست رفته
m_188,p_143,جریان بازی,پای چپ,33.17,13.22,4,1,کم,79,25,موقعیت از دست رفته
m_105,p_90,جریان بازی,سر,8.23,2.74,2,1,کم,57,20,برخورد به دفاع
m_88,p_89,ضربه آزاد مستقیم,پای چپ,23.19,-12.47,4,1,کم,26,47,برخورد به دفاع
m_96,p_29,پنالتی,پای چپ,10.97,0.0,1,0,کم,37,12,گُل
m_143,p_37,جریان بازی,سر,11.47,7.73,2,0,کم,63,35,گُل
m_78,p_35,جریان بازی,پای چپ,22.69,-5.99,2,0,متوسط,32,49,مهار توسط دروازه بان
m_205,p_70,جریان بازی,پای چپ,24.94,9.73,3,0,متوسط,3,16,مهار توسط دروازه بان
m_230,p_64,جریان بازی,سر,2.99,-0.5,1,0,زیاد,24,31,گُل
m_79,p_34,جریان بازی,پای چپ,23.19,-8.73,3,0,متوسط,59,24,موقعیت از دست رفته
m_101,p_33,جریان بازی,پای چپ,2.74,7.48,2,0,کم,16,17,مهار توسط دروازه بان
m_214,p_83,جریان بازی,پای راست,22.2,-13.97,3,1,متوسط,29,38,مهار توسط دروازه بان
m_212,p_149,جریان بازی,سر,10.72,1.75,2,0,زیاد,24,16,مهار توسط دروازه بان
m_97,p_116,جریان بازی,سر,9.48,7.23,1,0,کم,87,44,مهار توسط دروازه بان
m_10,p_20,جریان بازی,پای راست,27.68,4.74,4,1,متوسط,2,18,مهار توسط دروازه بان
m_160,p_105,جریان بازی,پای راست,25.44,-1.75,4,2,متوسط,14,13,برخورد به دفاع
m_196,p_145,جریان بازی,پای راست,10.97,-6.48,1,0,متوسط,40,42,موقعیت از دست رفته
m_135,p_153,جریان بازی,پای راست,7.98,2.0,1,0,زیاد,45,51,گُل
m_69,p_38,جریان بازی,پای چپ,11.97,-12.97,2,0,کم,82,56,گُل
m_37,p_42,جریان بازی,پای راست,13.97,-9.48,5,2,کم,29,51,موقعیت از دست رفته
m_120,p_75,جریان بازی,پای چپ,15.96,-12.72,4,0,متوسط,13,48,موقعیت از دست رفته
m_101,p_95,جریان بازی,پای راست,24.94,1.0,3,1,کم,24,22,موقعیت از دست رفته
m_26,p_129,جریان بازی,پای راست,14.22,-8.98,2,0,کم,15,56,موقعیت از دست رفته
m_214,p_11,جریان بازی,پای چپ,33.17,-0.75,5,0,متوسط,31,45,موقعیت از دست رفته
m_226,p_53,جریان بازی,سر,12.72,5.49,3,0,متوسط,35,21,مهار توسط دروازه بان
m_198,p_6,جریان بازی,پای چپ,7.98,2.99,2,0,متوسط,88,37,مهار توسط دروازه بان
m_169,p_10,جریان بازی,پای راست,11.47,-18.45,2,0,متوسط,0,36,برخورد به دفاع
m_28,p_63,جریان بازی,پای راست,24.94,-1.0,2,0,کم,52,56,موقعیت از دست رفته
m_152,p_80,جریان بازی,پای راست,22.69,-1.0,7,4,کم,57,31,موقعیت از دست رفته
m_9,p_131,ضربه آزاد مستقیم,پای چپ,20.95,11.72,7,3,کم,84,25,برخورد به دفاع
m_95,p_134,جریان بازی,پای راست,2.99,1.0,1,0,کم,92,50,گُل
m_164,p_138,جریان بازی,پای چپ,19.2,-14.22,3,0,متوسط,24,59,مهار توسط دروازه بان
m_211,p_135,جریان بازی,پای راست,8.48,13.72,1,0,کم,94,38,موقعیت از دست رفته
m_229,p_47,جریان بازی,پای راست,26.93,-6.98,3,1,متوسط,46,7,موقعیت از دست رفته
m_88,p_120,جریان بازی,پای چپ,5.24,12.47,3,0,متوسط,59,28,موقعیت از دست رفته
m_170,p_136,ضربه آزاد مستقیم,پای راست,22.2,6.73,7,4,کم,22,38,گُل
m_174,p_90,جریان بازی,پای راست,9.98,-1.5,2,0,متوسط,65,54,گُل
m_147,p_81,جریان بازی,پای چپ,17.96,10.97,2,0,متوسط,81,14,برخورد به دفاع
m_193,p_91,جریان بازی,پای راست,8.73,-15.46,2,0,متوسط,44,40,موقعیت از دست رفته
m_38,p_73,جریان بازی,پای چپ,9.98,8.73,1,0,کم,37,10,موقعیت از دست رفته
m_1,p_130,جریان بازی,پای راست,32.67,-3.49,3,2,کم,47,0,مهار توسط دروازه بان
m_67,p_7,جریان بازی,پای چپ,7.23,8.98,1,0,متوسط,77,47,گُل
m_90,p_114,جریان بازی,پای راست,18.45,17.96,3,0,کم,47,6,موقعیت از دست رفته
m_41,p_82,جریان بازی,پای راست,21.7,9.23,2,0,متوسط,34,11,مهار توسط دروازه بان
m_159,p_72,جریان بازی,پای راست,29.43,3.24,5,1,کم,78,25,موقعیت از دست رفته
m_220,p_133,جریان بازی,پای راست,13.47,5.74,3,1,کم,21,24,موقعیت از دست رفته
m_11,p_53,جریان بازی,سر,6.48,4.24,1,0,کم,64,45,مهار توسط دروازه بان
m_205,p_21,جریان بازی,پای چپ,12.22,-10.23,2,0,متوسط,28,9,موقعیت از دست رفته
m_207,p_112,جریان بازی,پای راست,20.7,17.96,4,0,کم,49,35,مهار توسط دروازه بان
m_106,p_91,جریان بازی,پای راست,11.47,-15.46,2,0,متوسط,56,52,برخورد به دفاع
m_124,p_113,جریان بازی,پای راست,37.41,-8.48,1,0,متوسط,69,28,مهار توسط دروازه بان
m_184,p_142,جریان بازی,پای راست,3.74,13.47,1,0,زیاد,82,11,مهار توسط دروازه بان
m_83,p_82,جریان بازی,پای راست,18.95,4.49,5,0,کم,75,36,برخورد به دفاع
m_38,p_151,جریان بازی,پای چپ,20.2,21.7,1,0,متوسط,12,37,مهار توسط دروازه بان
m_69,p_52,جریان بازی,پای راست,7.48,-11.47,1,0,کم,28,52,مهار توسط دروازه بان
m_66,p_135,جریان بازی,پای چپ,7.23,12.97,2,0,کم,48,43,گُل
m_85,p_120,جریان بازی,پای راست,16.71,3.99,1,0,کم,47,6,مهار توسط دروازه بان
m_105,p_49,جریان بازی,سر,9.48,0.25,2,0,کم,91,50,موقعیت از دست رفته
m_169,p_100,جریان بازی,سر,6.98,-1.5,2,0,زیاد,48,8,موقعیت از دست رفته
m_29,p_39,جریان بازی,سر,11.97,2.99,1,0,کم,71,5,موقعیت از دست رفته
m_53,p_46,جریان بازی,پای راست,6.24,-13.97,1,0,کم,84,48,مهار توسط دروازه بان
m_232,p_58,جریان بازی,پای چپ,8.73,-17.71,3,0,متوسط,12,15,موقعیت از دست رفته
m_172,p_160,جریان بازی,سر,5.49,-1.75,2,0,متوسط,84,55,مهار توسط دروازه بان
m_240,p_158,ضربه آزاد مستقیم,پای راست,22.44,19.45,4,1,کم,61,10,موقعیت از دست رفته
m_46,p_97,جریان بازی,سر,7.23,-13.22,4,1,زیاد,64,8,برخورد به دفاع
m_160,p_100,جریان بازی,سر,9.98,-4.49,2,0,زیاد,46,28,مهار توسط دروازه بان
m_226,p_40,جریان بازی,سر,4.49,2.24,1,0,کم,17,17,موقعیت از دست رفته
m_60,p_17,جریان بازی,پای راست,8.23,-4.49,2,0,زیاد,14,16,برخورد به دفاع
m_236,p_104,جریان بازی,پای راست,42.4,-4.24,2,0,متوسط,74,47,موقعیت از دست رفته
m_73,p_84,جریان بازی,پای راست,10.72,-12.97,2,0,متوسط,9,14,موقعیت از دست رفته
m_171,p_25,جریان بازی,پای چپ,14.46,-14.46,2,1,متوسط,89,57,برخورد به دفاع
m_63,p_85,ضربه آزاد مستقیم,پای راست,23.69,8.98,7,3,کم,3,55,برخورد به دفاع
m_118,p_20,جریان بازی,سر,8.73,4.24,2,1,متوسط,88,54,مهار توسط دروازه بان
m_179,p_125,جریان بازی,سر,6.98,-4.49,2,1,متوسط,23,12,برخورد به دفاع
m_197,p_133,جریان بازی,سر,7.98,-7.23,3,0,زیاد,89,29,موقعیت از دست رفته
m_136,p_137,ضربه آزاد مستقیم,پای راست,27.93,2.0,6,2,کم,45,7,موقعیت از دست رفته
m_88,p_5,جریان بازی,سر,7.73,1.25,2,0,زیاد,51,0,گُل
m_237,p_41,جریان بازی,پای چپ,3.99,13.47,2,0,زیاد,91,35,مهار توسط دروازه بان
m_40,p_6,جریان بازی,پای چپ,12.22,-4.74,1,0,کم,50,23,موقعیت از دست رفته
m_136,p_93,جریان بازی,پای راست,13.72,5.49,3,0,متوسط,2,35,برخورد به دفاع
m_93,p_16,جریان بازی,پای راست,3.49,-1.75,2,0,کم,7,47,گُل
m_29,p_114,جریان بازی,پای راست,3.74,-1.25,1,0,متوسط,75,1,گُل
m_230,p_18,جریان بازی,پای چپ,24.69,-0.5,2,0,متوسط,89,40,مهار توسط دروازه بان
m_38,p_13,جریان بازی,پای چپ,21.95,11.72,3,0,کم,51,24,موقعیت از دست رفته
m_236,p_14,جریان بازی,سر,13.97,11.22,3,0,کم,40,58,موقعیت از دست رفته
m_46,p_158,جریان بازی,پای راست,10.23,-7.73,2,0,کم,82,0,گُل
m_145,p_105,جریان بازی,پای راست,14.46,-3.49,1,0,متوسط,55,53,مهار توسط دروازه بان
m_237,p_126,جریان بازی,پای چپ,13.97,-14.22,3,1,متوسط,35,19,برخورد به دفاع
m_59,p_157,جریان بازی,سر,6.73,12.97,4,1,کم,20,27,مهار توسط دروازه بان
m_139,p_138,جریان بازی,پای راست,28.43,-5.49,3,0,کم,63,58,برخورد به دفاع
m_217,p_44,جریان بازی,پای چپ,23.44,16.96,2,0,متوسط,27,31,مهار توسط دروازه بان
m_147,p_105,جریان بازی,پای راست,26.68,4.24,6,2,کم,31,31,موقعیت از دست رفته
m_201,p_27,جریان بازی,پای چپ,17.96,12.72,6,2,کم,85,55,برخورد به دفاع
m_136,p_136,جریان بازی,سر,2.74,7.48,4,1,زیاد,9,36,موقعیت از دست رفته
m_213,p_149,جریان بازی,سر,9.73,-3.74,3,1,متوسط,33,5,موقعیت از دست رفته
m_199,p_144,جریان بازی,پای راست,20.95,-15.71,2,0,کم,55,32,برخورد به دفاع
m_83,p_122,جریان بازی,پای راست,22.94,1.0,3,0,متوسط,62,45,برخورد به دفاع
m_164,p_155,جریان بازی,پای چپ,7.48,1.0,1,0,متوسط,57,58,مهار توسط دروازه بان
m_203,p_47,ضربه آزاد مستقیم,پای راست,21.7,-11.22,7,2,کم,64,25,موقعیت از دست رفته
m_164,p_122,جریان بازی,سر,2.99,0.75,2,1,زیاد,27,21,گُل
m_139,p_26,جریان بازی,پای چپ,23.44,3.24,6,0,کم,86,21,موقعیت از دست رفته
m_53,p_90,جریان بازی,پای راست,13.72,4.99,3,0,کم,56,2,موقعیت از دست رفته
m_203,p_100,جریان بازی,پای راست,9.98,-8.23,1,0,کم,57,38,موقعیت از دست رفته
m_164,p_79,جریان بازی,پای چپ,4.99,2.24,1,0,متوسط,69,43,گُل
m_64,p_3,جریان بازی,پای چپ,9.73,0.5,3,0,کم,9,28,مهار توسط دروازه بان
m_11,p_80,جریان بازی,پای چپ,4.74,4.74,0,0,کم,78,23,گُل
m_94,p_78,جریان بازی,پای راست,12.47,-4.99,2,0,کم,3,24,برخورد به دفاع
m_98,p_66,پنالتی,پای چپ,10.97,0.0,1,0,کم,52,11,گُل
m_230,p_37,جریان بازی,سر,4.99,4.49,2,0,متوسط,52,52,برخورد به دفاع
m_194,p_155,جریان بازی,پای راست,28.93,-0.75,4,1,کم,26,15,موقعیت از دست رفته
m_45,p_140,جریان بازی,پای راست,25.19,9.23,3,1,کم,52,38,موقعیت از دست رفته
m_126,p_18,جریان بازی,پای چپ,7.73,2.99,3,1,متوسط,65,58,موقعیت از دست رفته
m_156,p_114,جریان بازی,پای راست,19.2,-11.22,2,4,زیاد,82,37,برخورد به دفاع
m_239,p_152,جریان بازی,پای راست,14.71,-6.73,2,0,کم,12,49,برخورد به دفاع
m_188,p_106,جریان بازی,پای چپ,14.71,10.97,3,0,متوسط,29,9,برخورد به دفاع
m_231,p_85,جریان بازی,پای راست,20.95,2.99,1,0,متوسط,82,8,مهار توسط دروازه بان
m_186,p_157,جریان بازی,پای چپ,18.21,-16.21,2,0,متوسط,63,52,برخورد به دفاع
m_44,p_138,جریان بازی,پای راست,17.96,-1.75,1,0,متوسط,32,5,مهار توسط دروازه بان
m_237,p_17,جریان بازی,سر,11.22,14.46,4,2,متوسط,7,59,موقعیت از دست رفته
m_224,p_80,جریان بازی,پای راست,20.95,-8.48,5,1,متوسط,45,52,گُل
m_50,p_55,جریان بازی,پای راست,15.96,0.25,5,0,زیاد,58,58,برخورد به دفاع
m_104,p_68,جریان بازی,پای راست,18.21,6.98,4,0,زیاد,87,4,موقعیت از دست رفته
m_206,p_129,جریان بازی,پای راست,10.23,-4.24,5,0,متوسط,26,46,مهار توسط دروازه بان
m_187,p_2,جریان بازی,سر,7.48,-4.49,1,1,متوسط,27,14,موقعیت از دست رفته
m_172,p_66,جریان بازی,سر,5.49,5.99,2,0,متوسط,63,44,برخورد به تیردروازه
m_14,p_121,جریان بازی,پای چپ,19.7,13.47,2,0,متوسط,32,8,موقعیت از دست رفته
m_121,p_33,جریان بازی,پای راست,17.96,13.97,2,0,متوسط,29,6,برخورد به دفاع
m_84,p_154,جریان بازی,پای چپ,8.73,1.25,3,0,کم,69,21,گُل
m_141,p_114,جریان بازی,پای چپ,12.97,23.69,2,0,متوسط,64,59,برخورد به دفاع
m_234,p_46,جریان بازی,سایر,4.74,-2.0,1,0,متوسط,8,19,گُل
m_139,p_25,جریان بازی,سر,7.23,-4.24,2,0,زیاد,87,13,موقعیت از دست رفته
m_20,p_70,جریان بازی,پای راست,14.22,6.48,2,0,زیاد,1,42,مهار توسط دروازه بان
m_67,p_122,جریان بازی,پای چپ,31.42,-5.49,3,1,کم,44,48,موقعیت از دست رفته
m_25,p_10,جریان بازی,سر,7.48,-4.24,1,0,کم,5,19,موقعیت از دست رفته
m_36,p_27,جریان بازی,پای چپ,22.69,-1.5,4,1,زیاد,53,40,برخورد به دفاع
m_218,p_9,جریان بازی,پای راست,1.75,-13.97,3,0,زیاد,89,1,مهار توسط دروازه بان
m_172,p_90,جریان بازی,پای چپ,7.48,-10.72,2,0,متوسط,49,15,موقعیت از دست رفته
m_211,p_26,جریان بازی,پای راست,20.95,16.46,3,0,کم,91,50,موقعیت از دست رفته
m_132,p_55,جریان بازی,پای چپ,8.23,14.71,2,0,کم,36,1,موقعیت از دست رفته
m_192,p_41,جریان بازی,پای راست,6.98,-4.49,2,0,زیاد,59,48,موقعیت از دست رفته
m_149,p_51,جریان بازی,سر,11.47,2.0,3,1,کم,49,26,مهار توسط دروازه بان
m_172,p_97,جریان بازی,پای چپ,8.23,-3.24,2,0,متوسط,84,4,مهار توسط دروازه بان
m_54,p_138,جریان بازی,پای راست,11.22,13.72,2,0,متوسط,25,20,مهار توسط دروازه بان
m_71,p_50,جریان بازی,پای راست,18.95,2.49,3,1,متوسط,51,46,موقعیت از دست رفته
m_153,p_56,جریان بازی,سر,9.23,-8.23,4,0,زیاد,7,20,برخورد به تیردروازه
m_100,p_39,جریان بازی,سر,12.22,2.24,2,0,متوسط,41,8,موقعیت از دست رفته
m_223,p_42,جریان بازی,پای چپ,8.98,-5.99,2,0,کم,43,13,گُل
m_29,p_11,جریان بازی,پای راست,3.74,-0.75,1,0,,74,36,گُل به خودی
m_66,p_12,ضربه آزاد مستقیم,پای راست,27.93,5.49,6,2,کم,30,3,برخورد به دفاع
m_142,p_93,جریان بازی,پای چپ,14.46,-14.46,3,1,متوسط,88,39,برخورد به دفاع
m_92,p_34,جریان بازی,پای راست,6.24,-11.72,1,0,متوسط,32,46,موقعیت از دست رفته
m_31,p_79,ضربه آزاد مستقیم,پای راست,27.18,-8.48,7,3,کم,54,34,مهار توسط دروازه بان
m_97,p_103,جریان بازی,سر,7.48,-1.5,2,0,متوسط,55,11,موقعیت از دست رفته
m_96,p_137,جریان بازی,پای چپ,16.96,-13.72,2,0,متوسط,43,32,موقعیت از دست رفته
m_167,p_1,جریان بازی,پای چپ,14.96,-10.97,2,0,متوسط,85,12,مهار توسط دروازه بان
m_137,p_142,ضربه آزاد مستقیم,پای چپ,19.95,-15.21,6,2,کم,36,34,برخورد به دفاع
m_58,p_151,جریان بازی,پای راست,12.47,-3.49,3,0,زیاد,81,19,مهار توسط دروازه بان
m_75,p_7,جریان بازی,پای چپ,12.22,-8.73,2,0,متوسط,65,0,برخورد به دفاع
m_65,p_30,جریان بازی,سر,3.24,0.5,1,0,کم,61,27,گُل
m_156,p_13,جریان بازی,پای چپ,17.21,-12.47,3,0,کم,40,40,مهار توسط دروازه بان
m_174,p_117,جریان بازی,پای راست,25.94,-13.47,3,1,متوسط,65,23,موقعیت از دست رفته
m_179,p_32,جریان بازی,پای راست,6.73,-14.71,2,0,متوسط,17,42,موقعیت از دست رفته
m_167,p_68,جریان بازی,پای چپ,7.98,12.97,3,0,متوسط,94,29,موقعیت از دست رفته
m_83,p_124,جریان بازی,پای راست,23.44,-4.74,4,0,متوسط,66,10,مهار توسط دروازه بان
m_146,p_56,جریان بازی,پای راست,8.48,-1.75,1,0,کم,90,16,موقعیت از دست رفته
m_10,p_110,جریان بازی,پای راست,8.23,-11.72,2,0,کم,37,23,موقعیت از دست رفته
m_195,p_53,جریان بازی,پای چپ,13.72,2.0,2,1,کم,39,46,موقعیت از دست رفته
m_159,p_1,جریان بازی,پای راست,8.23,7.48,4,1,زیاد,20,45,مهار توسط دروازه بان
m_54,p_4,جریان بازی,پای راست,5.99,-10.23,1,0,کم,60,27,برخورد به تیردروازه
m_76,p_107,جریان بازی,پای چپ,20.7,21.95,2,0,کم,86,34,برخورد به دفاع
m_115,p_156,جریان بازی,سر,11.22,5.24,2,0,متوسط,82,27,موقعیت از دست رفته
m_198,p_4,جریان بازی,پای راست,11.22,-2.0,2,1,متوسط,30,40,برخورد به دفاع
m_237,p_31,جریان بازی,پای چپ,9.23,5.24,2,1,متوسط,40,23,موقعیت از دست رفته
m_224,p_130,جریان بازی,سر,7.73,4.74,3,0,متوسط,8,31,موقعیت از دست رفته
m_84,p_31,جریان بازی,سر,5.49,-2.99,0,0,کم,34,24,گُل
m_194,p_147,ضربه آزاد مستقیم,پای چپ,24.94,-8.23,5,1,کم,19,42,موقعیت از دست رفته
m_30,p_24,جریان بازی,سر,2.99,2.24,0,0,متوسط,54,30,موقعیت از دست رفته
m_38,p_37,جریان بازی,پای راست,20.45,12.22,4,1,متوسط,47,38,موقعیت از دست رفته
m_152,p_78,جریان بازی,پای راست,19.7,-5.24,2,0,زیاد,13,43,گُل
m_47,p_92,جریان بازی,پای راست,10.23,3.74,2,0,کم,82,6,مهار توسط دروازه بان
m_226,p_122,جریان بازی,سر,13.72,-1.25,6,2,متوسط,20,3,برخورد به دفاع
m_224,p_43,جریان بازی,پای چپ,21.2,9.98,3,1,کم,40,27,مهار توسط دروازه بان
m_233,p_123,جریان بازی,پای راست,18.95,-11.72,3,0,متوسط,32,33,برخورد به دفاع
m_67,p_22,جریان بازی,پای راست,30.67,2.24,1,0,متوسط,72,14,موقعیت از دست رفته
m_88,p_77,جریان بازی,سایر,4.74,-2.74,3,1,,43,3,گُل به خودی
m_71,p_90,جریان بازی,سر,9.98,1.75,2,0,متوسط,39,7,موقعیت از دست رفته
m_25,p_148,جریان بازی,سر,13.47,-0.5,4,0,زیاد,63,43,مهار توسط دروازه بان
m_76,p_99,جریان بازی,پای راست,21.7,-29.43,1,0,کم,2,32,موقعیت از دست رفته
m_54,p_13,جریان بازی,سر,8.48,1.25,2,1,زیاد,53,23,گُل
m_10,p_36,جریان بازی,پای راست,15.71,5.49,2,0,متوسط,78,28,گُل
m_196,p_101,جریان بازی,پای راست,8.23,15.21,2,0,کم,25,16,مهار توسط دروازه بان
m_228,p_123,جریان بازی,پای راست,8.73,-3.74,1,0,کم,93,27,مهار توسط دروازه بان
m_70,p_37,جریان بازی,پای راست,3.99,-12.47,1,0,متوسط,52,57,برخورد به دفاع
m_157,p_149,جریان بازی,سر,4.99,-2.0,1,0,کم,37,43,گُل
m_167,p_50,جریان بازی,پای چپ,9.23,-1.75,2,0,زیاد,57,50,برخورد به دفاع
m_56,p_31,جریان بازی,پای راست,13.47,-2.24,4,0,متوسط,43,14,موقعیت از دست رفته
m_51,p_27,جریان بازی,پای چپ,10.97,9.23,3,0,متوسط,66,16,مهار توسط دروازه بان
m_175,p_53,جریان بازی,پای چپ,7.98,2.74,2,0,متوسط,63,39,برخورد به دفاع
m_127,p_143,جریان بازی,سر,12.22,1.75,4,0,متوسط,31,57,موقعیت از دست رفته
m_127,p_109,ضربه آزاد مستقیم,پای راست,21.95,20.2,3,1,کم,62,6,مهار توسط دروازه بان
m_20,p_119,جریان بازی,پای راست,13.47,-2.49,1,0,متوسط,83,57,گُل
m_98,p_152,جریان بازی,پای چپ,8.98,1.0,1,0,کم,90,4,موقعیت از دست رفته
m_167,p_132,جریان بازی,سر,5.24,1.5,0,0,متوسط,92,2,گُل
m_6,p_50,جریان بازی,پای چپ,12.97,-7.73,2,0,کم,71,11,مهار توسط دروازه بان
m_168,p_119,پنالتی,پای راست,10.97,0.0,1,0,کم,10,21,گُل
m_197,p_141,جریان بازی,پای راست,23.19,4.74,4,1,متوسط,76,42,برخورد به دفاع
m_152,p_9,جریان بازی,پای چپ,12.22,-8.98,2,0,کم,40,55,برخورد به دفاع
m_39,p_159,جریان بازی,پای راست,13.22,3.24,5,0,زیاد,90,11,موقعیت از دست رفته
m_28,p_30,جریان بازی,پای چپ,3.74,0.25,1,1,متوسط,7,38,گُل
